icsad_ID,hyperlink,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters
665,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-094-02B,4/4/2017,10/12/2017,2017,ICSA-17-094-02B,Marel Food Processing Systems (Update B),Marel,Food Processing Systems,The following Marel food processing products are affected: All M3000 terminal-based products contain hard-coded password and unrestricted file upload vulnerabilities: Graders using M3000 terminal | Portioning Machines using M3000 terminal | Flowline systems using M3000 terminal | Packing systems using M3000 terminal | SensorX machines using M3000 terminal | Target Batchers using M3000 terminal and SpeedBatchers using M3000 terminal.All devices operating the Pluto platform contain an access control vulnerability: Graders using Pluto platform | Portioning Machines using Pluto platform | Flowline systems using Pluto platform | Packing systems using Pluto platform | SensorX machines using Pluto platform | Target Batchers using Pluto platform and SpeedBatchers using Pluto platform.,CVE-2016-9358; CVE-2017-6041; CVE-2017-9626,9.8,Critical,CWE-284; CWE-434; CWE-259,Food and Agriculture,Iceland United States South America Asia Europe,Iceland
664,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-094-03,4/4/2017,No Updates,2017,ICSA-17-094-03,Rockwell Automation Allen-Bradley Stratix and Allen-Bradley ArmorStratix,Rockwell Automation,Allen-Bradley Stratix and Allen-Bradley ArmorStratix,The following versions of the Allen-Bradley Stratix and ArmorStratix Industrial Ethernet and Distribution switches are affected: Allen-Bradley Stratix 5400 Industrial Ethernet Switches all Versions 15.2(5)EA.fc4 and earlier allen-Bradley Stratix 5410 Industrial Distribution Switches all Versions 15.2(5)EA.fc4 and earlier allen-Bradley Stratix 5700 and ArmorStratix 5700 Industrial Managed Ethernet Switches all Versions 15.2(5)EA.fc4 and earlier allen-Bradley Stratix 8000 Modular Managed Industrial Ethernet Switches all Versions 15.2(5)EA.fc4 and earlier and Allen-Bradley Stratix 8300 Modular Managed Industrial Ethernet Switches all Versions 15.2(4a)EA5 and earlier.,CVE-2017-3881,9.8,Critical,CWE-20,Critical Manufacturing; Energy; Water and Wastewater,Worldwide,United States
663,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-089-01,3/30/2017,No Updates,2017,ICSA-17-089-01,Schneider Electric Wonderware InTouch Access Anywhere,Schneider Electric,Wonderware InTouch Access Anywhere,The following Wonderware InTouch Access Anywhere versions are affected: Wonderware InTouch Access Anywhere | version 11.5.2 and prior.,CVE-2017-5156; CVE-2017-5158; CVE-2017-5160,8.8,High,CWE-352; CWE-200; CWE-326,Critical Manufacturing; Energy; Healthcare and Public Health; Water and Wastewater,Worldwide,France
662,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-089-02,3/30/2017,No Updates,2017,ICSA-17-089-02,Schneider Electric Modicon PLCs,Schneider Electric,Modicon PLCs,The following versions of the Modicon M221 | M241 and M251 programmable logic controllers (PLCs) are affected by a predictable value range from previous values vulnerability: Modicon M221 | firmware versions prior to Version 1.5.0.0 | Modicon M241 | firmware versions prior to Version 4.0.5.11 and Modicon M251 | firmware versions prior to Version 4.0.5.11.The following versions of the Modicon M241 and M251 PLCs are affected by a use of insufficiently random values vulnerability: Modicon M241 | firmware versions prior to Version 4.0.5.11 and Modicon M251 | firmware versions prior to Version 4.0.5.11.The following versions of the Modicon M241 and M251 PLCs are affected by an insufficiently protected credentials vulnerability: Modicon M241 all firmware versions and Modicon M251 all firmware versions.,CVE-2017-6030; CVE-2017-6026; CVE-2017-6028,7.5,High,CWE-522; CWE-343; CWE-330,Critical Manufacturing; Food and Agriculture; Water and Wastewater,Worldwide,France
661,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-087-01,3/28/2017,No Updates,2017,ICSA-17-087-01,Siemens RUGGEDCOM ROX I,Siemens,RUGGEDCOM ROX I,Siemens reports that the vulnerability affects the following RUGGEDCOM VPN endpoints and firewall devices: RUGGEDCOM ROX I: All versions.,CVE-2017-2686; CVE-2017-2687; CVE-2017-2688; CVE-2017-2689; CVE-2017-6864,8.8,High,CWE-352; CWE-285; CWE-79; CWE-80,Energy; Healthcare and Public Health; Transportation,Worldwide,Germany
660,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-087-02,3/28/2017,No Updates,2017,ICSA-17-087-02,3S-Smart Software Solutions GmbH CODESYS Web Server,3S-Smart Software Solutions,GmbH CODESYS Web Server,The following versions of CODESYS Web Server - part of the CODESYS WebVisu web browser visualization software are affected: CODESYS Web Server Versions 2.3 and prior.,CVE-2017-6027; CVE-2017-6025,9.8,Critical,CWE-121; CWE-434,Critical Manufacturing; Energy,Worldwide,Germany
659,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-082-01,3/23/2017,1/15/2019,2017,ICSA-17-082-01,LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME LAquis SCADA,LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME,LAquis SCADA,The following versions of LAquis SCADA - industrial automation software are affected: LAquis SCADA software | versions prior to version 4.1.0.3237.,CVE-2017-6020,5.3,Medium,CWE-22,Chemical; Commercial Facilities; Energy; Food and Agriculture; Transportation; Water and Wastewater,Brazil South America,Brazil
658,https://www.cisa.gov/uscert/ics/advisories/ICSMA-17-082-01,3/23/2017,No Updates,2017,ICSMA-17-082-01,BD Kiestra PerformA and KLA Journal Service Applications Hard-Coded Passwords Vulnerability,"Becton, Dickinson and Company (BD)",Kiestra PerformA and KLA Journal Service Applications,The following BD products are affected: PerformA | Version 2.0.14.0 and prior versions and KLA Journal Service | Version 1.0.51 and prior versions.,CVE-2017-6022,7.3,High,CWE-259,Healthcare and Public Health,United States,United States
657,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-047-01,3/21/2017,No Updates,2017,ICSA-17-047-01,Rockwell Automation Connected Components Workbench,Rockwell Automation,Connected Components Workbench,The following Connected Components Workbench (CCW) - software configuration platform versions are affected: Connected Components Workbench – Developer Edition | v9.01.00 and earlier.9328-CCWDEVENE | 9328-CCWDEVZHE | 9328-CCWDEVFRE | 9328-CCWDEVITE | 9328-CCWDEVDEE | 9328-CCWDEVESE and 9328-CCWDEVPTE.Connected Components Workbench – Free Standard Edition (All Supported Languages) | v9.01.00 and earlier.,CVE-2017-5176,7,High,CWE-427,Commercial Facilities; Defense Industrial Base; Energy; Government Facilities,Worldwide,United States
656,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-047-02,3/21/2017,No Updates,2017,ICSA-17-047-02,Rockwell Automation FactoryTalk Activation,Rockwell Automation,FactoryTalk Activation,The following versions of FactoryTalk Activation - component of FactoryTalk Services Platform are affected: FactoryTalk Activation Service | Version 4.00.02 and prior versions.FactoryTalk Activation is used in the following Rockwell Automation products: Arena | Emonitor | FactoryTalk AssetCentre | FactoryTalk Batch | FactoryTalk EnergyMetrix | FactoryTalk eProcedure | FactoryTalk Gateway | FactoryTalk Historian Site Edition (SE) | FactoryTalk Historian Classic | FactoryTalk Information Server | FactoryTalk Metrics | FactoryTalk Transaction Manager | FactoryTalk VantagePoint | FactoryTalk View Machine Edition (ME) | FactoryTalk View Site Edition (SE) | FactoryTalk ViewPoint | RSFieldBus | RSLinx Classic | RSLogix 500 | RSLogix 5000 | RSLogix 5 | RSLogix Emulate 5000 | RSNetWorx | RSView32 | SoftLogix 5800 | Studio 5000 Architect | Studio 5000 Logix Designer | Studio 5000 View Designer and Studio 5000 Logix Emulate.,CVE-2017-6015,8.8,High,CWE-428,Chemical; Critical Manufacturing; Energy; Food and Agriculture; Water and Wastewater,Worldwide,United States
655,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-075-01,3/16/2017,1/15/2019,2017,ICSA-17-075-01,LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME LAquis SCADA,LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME,LAquis SCADA,"The following versions of LAquis SCADA - industrial automation software are affected: LAquis SCADA software | Versions 4.1 and prior versions released before January 20, 2017.",CVE-2017-6016,7.3,High,CWE-284,Chemical; Commercial Facilities; Energy; Food and Agriculture; Transportation; Water and Wastewater,Brazil South America,Brazil
654,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-073-01,3/14/2017,4/8/2021,2017,ICSA-17-073-01,FATEK Automation PLC Ethernet Module,Fatek,Automation PLC Ethernet Module,The affected Ether_cfg software configuration tool runs on the following Fatek PLCs: CBEH versions prior to V3.6 Build 170215 | CBE versions prior to V3.6 Build 170215 | CM55E versions prior to V3.6 Build 170215 and CM25E versions prior to V3.6 Build 170215.,CVE-2017-6023,7.3,High,CWE-121,Commercial Facilities; Critical Manufacturing,Taiwan Asia Europe,Taiwan
653,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-068-01,3/9/2017,No Updates,2017,ICSA-17-068-01,Schneider Electric ClearSCADA,Schneider Electric,ClearSCADA,The following versions of ClearSCADA - server and communications driver processes are affected: All supported versions including: ClearSCADA 2014 R1 (build 75.5210) and prior | ClearSCADA 2014 R1.1 (build 75.5387) and prior | ClearSCADA 2015 R1 (build 76.5648) and prior | ClearSCADA 2015 R2 (build 77.5882) and prior.,CVE-2017-6021,7.5,High,CWE-20,Critical Manufacturing,Worldwide,France
652,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-066-01,3/7/2017,No Updates,2017,ICSA-17-066-01,Schneider Electric Wonderware Intelligence,Schneider Electric,Wonderware Intelligence,The following versions of Wonderware Intelligence - operations management software are affected: Tableau Server/Desktop Versions 7.0 to 10.1.3 included in Wonderware Intelligence Versions 2014R3 and prior.,CVE-2017-5178,9.8,Critical,CWE-255,Critical Manufacturing; Energy; Healthcare and Public Health; Water and Wastewater,Worldwide,France
651,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-061-01,3/2/2017,3/13/2017,2017,ICSA-17-061-01,Eaton xComfort Ethernet Communication Interface,Eaton,xComfort Ethernet Communication Interface,The following versions of xComfort Ethernet Communication Interface (ECI) - building automation system are affected: xComfort ECI Versions 1.07 and prior.,CVE-2016-9368,7.5,High,CWE-284,Commercial Facilities,Worldwide,Ireland
650,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-061-02,3/2/2017,No Updates,2017,ICSA-17-061-02,Schneider Electric Conext ComBox,Schneider Electric,Conext ComBox,Schneider Electric reports that the vulnerability affects the following Conext ComBox solar battery monitor: Conext ComBox - model 865-1058: all firmware versions prior to V3.03 BN 830.,CVE-2017-6019,7.5,High,CWE-400,Energy,Worldwide,France
649,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-061-03,3/2/2017,No Updates,2017,ICSA-17-061-03,Siemens SINUMERIK Integrate and SINUMERIK Operate,Siemens,SINUMERIK Integrate and SINUMERIK Operate,Siemens reports that the vulnerability affects the following SINUMERIK Integrate and Operate product suite versions: SINUMERIK Integrate Access MyMachine/Ethernet withAMM Service Engineer Client (ActiveX): All versions. SINUMERIK Integrate Access MyMachine/Ethernet and Analyze MyCondition withSINUMERIK Integrate Operate Client: All versions between 2.0.3.00.016 (including) and 2.0.6 (excluding) and All versions between 3.0.4.00.032 (including) and 3.0.6 (excluding).Affected SINUMERIK Integrate Operate clients are included in the following Operate releases: All versions between V4.5 SP6 (including) and V4.5 SP6 Hotfix 8 (excluding) and All versions between V4.7 SP2 Hotfix 1 (including) and V4.7 SP4 (excluding).,CVE-2017-2685,7.4,High,CWE-300,Energy; Healthcare and Public Health; Transportation,Worldwide,Germany
648,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-059-01,2/28/2017,No Updates,2017,ICSA-17-059-01,Siemens RUGGEDCOM NMS,Siemens,RUGGEDCOM NMS,Siemens reports that the vulnerability affects the following RUGGEDCOM monitoring products: RUGGEDCOM NMS: All versions prior to V2.1.0 (Windows and Linux).,CVE-2017-2682; CVE-2017-2683,8.8,High,CWE-352; CWE-79,Energy; Healthcare and Public Health; Transportation,Worldwide,Germany
647,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-054-02,2/23/2017,3/28/2017,2017,ICSA-17-054-02,"Red Lion Controls Sixnet-Managed Industrial Switches, AutomationDirect STRIDE-Managed Ethernet Switches Vulnerability","Red Lion Controls, AutomationDirect","Sixnet-Managed Industrial Switches, AutomationDirect STRIDE-Managed Ethernet Switches",The following Red Lion Controls Sixnet-Managed Industrial Switches are affected: Sixnet-Managed Industrial Switches running firmware Version 5.0.196 and prior.The following AutomationDirect STRIDE-Managed Ethernet Switch models which are manufactured by Red Lion Controls are affected: Stride-Managed Ethernet Switches running firmware Version 5.0.190 and prior.,CVE-2016-9335; CVE-2016-9335,10,Critical,CWE-321,Critical Manufacturing,United States,United States
646,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-054-01,2/23/2017,No Updates,2017,ICSA-17-054-01,VIPA Controls WinPLC7,VIPA Controls,WinPLC7,The following versions of WinPLC7 - PLC programming software are affected: WinPLC Versions 5.0.45.5921 and prior.,CVE-2017-5177,7.5,High,CWE-121,Commercial Facilities; Critical Manufacturing,Australia Germany Asia Europe Africa Middle East,Germany
645,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-054-03,2/23/2017,1/10/2019,2017,ICSA-17-054-03,Schneider Electric Modicon M340 PLC (Update A),Schneider Electric,Modicon M340 PLC,Schneider Electric reports the vulnerability affects the following products: M340 CPUs with firmware prior to v2.9 | M580 CPUs with firmware prior to v2.3 | Quantum CPUs with firmware prior to v3.52 | Premium CPUs all versions | M1E CPUs all versions.,CVE-2017-6017,7.5,High,CWE-400,Defense Industrial Base; Energy; Government Facilities; Nuclear Reactors Materials and Waste; Transportation; Water and Wastewater,China France India Russia United States,France
644,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-045-01,2/14/2017,No Updates,2017,ICSA-17-045-01,Advantech WebAccess,Advantech,WebAccess,The following WebAccess HMI versions are affected: Advantech WebAccess Versions 8.1 and prior.,CVE-2017-5175,7.1,High,CWE-427,Critical Manufacturing,Taiwan United States Europe,Taiwan
643,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-045-02,2/14/2017,No Updates,2017,ICSA-17-045-02,Geutebrück IP Cameras,Geutebrück,IP Cameras,The following Geutebrück G-Cam IP camera version is affected: G-Cam/EFD-2250 Version 1.11.0.12.,CVE-2017-5174; CVE-2017-5173,9.8,Critical,CWE-288; CWE-78,Commercial Facilities; Energy; Healthcare and Public Health,Australia Germany United States Europe,Germany
642,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-045-03,2/14/2017,6/12/2018,2017,ICSA-17-045-03,Siemens SIMATIC Authentication Bypass (Update D),Siemens,SIMATIC,Siemens reports this vulnerability affects the following software applications used for central user administration: SIMATIC Logon: All versions prior to v1.5 SP3 Update 2. The following products include affected versions of SIMATIC Logon: SIMATIC WinCC: All versions prior to v7.4 SP1 | SIMATIC WinCC Runtime Professional: All versions prior to v14 SP1 | SIMATIC PCS 7: All versions prior to v8.2 SP1 | SIMATIC PDM: All versions prior to v9.1 and SIMATIC IT: All versions prior to v7.1.,CVE-2017-2684,9,Critical,CWE-287,Chemical; Energy; Food and Agriculture; Water and Wastewater,Worldwide,Germany
641,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-040-01,2/9/2017,No Updates,2017,ICSA-17-040-01,Hanwha Techwin Smart Security Manager,Hanwha Techwin,Smart Security Manager,The following Smart Security Manager - software management platform | versions are affected: Smart Security Manager Versions 1.5 and prior.,CVE-2017-5168; CVE-2017-5169,7.5,High,CWE-352; CWE-22,Commercial Facilities; Critical Manufacturing; Energy; Water and Wastewater,South Korea Korea,South Korea
640,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-038-01,2/7/2017,No Updates,2017,ICSA-17-038-01,Sielco Sistemi Winlog SCADA Software,Sielco Sistemi,Winlog SCADA Software,The following Sielco Sistemi products are affected: Winlog Lite SCADA Software | versions prior to Version 3.02.01 and Winlog Pro SCADA Software | versions prior to Version 3.02.01,CVE-2017-5161,7.2,High,CWE-427,Communications; Critical Manufacturing; Energy; Water and Wastewater,Worldwide,Italy
639,https://www.cisa.gov/uscert/ics/advisories/ICSMA-17-017-01,2/7/2017,3/23/2017,2017,ICSMA-17-017-01,BD Alaris 8000 Insufficiently Protected Credentials Vulnerability,"Becton, Dickinson and Company (BD)",Alaris 8000,The following Alaris 8000 PC unit versions are affected: Alaris 8000 PC unit all versions,CVE-2016-8375,4.9,Medium,CWE-522,Healthcare and Public Health,United States,United States
638,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-033-01,2/2/2017,No Updates,2017,ICSA-17-033-01,Honeywell XL Web II Controller Vulnerabilities,Honeywell,XL Web II Controller,The following XL Web II controller versions are affected: XL1000C500 XLWebExe-2-01-00 and prior and XLWeb 500 XLWebExe-1-02-08 and prior.,CVE-2017-5139; CVE-2017-5140; CVE-2017-5141; CVE-2017-5142; CVE-2017-5143,8.7,High,CWE-269; CWE-522; CWE-23; CWE-384; CWE-256,Critical Manufacturing; Energy; Water and Wastewater,Worldwide,United States
637,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-031-01A,1/31/2017,2/7/2017,2017,ICSA-17-031-01A,BINOM3 Electric Power Quality Meter (Update A),BINOM3,Electric Power Quality Meter,The following BINOM3 power meters are affected: Universal multifunctional electric power quality meter.,CVE-2017-5164; CVE-2017-5162; CVE-2017-5165; CVE-2017-5166; CVE-2017-5167,10,Critical,CWE-352; CWE-200; CWE-284; CWE-79; CWE-259,Energy,Russia,Russia
636,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-031-02,1/31/2017,2/14/2017,2017,ICSA-17-031-02,Ecava IntegraXor,Ecava,IntegraXor,The following IntegraXor version is affected: IntegraXor Version 5.0.413.0.,CVE-2016-8341,7.3,High,CWE-89,Critical Manufacturing; Energy; Transportation; Water and Wastewater,Australia Canada Estonia United Kingdom Malaysia Poland United States,Malaysia
635,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-026-01,1/26/2017,No Updates,2017,ICSA-17-026-01,Eaton ePDU Path Traversal Vulnerability,Eaton,ePDU,"ePDU Products are past end-of-life (EoL) and is no longer supported | Eaton has provided defense-in-depth mitigation instructions to protect devices that are still in use.This vulnerability could be exploited remotely. Eaton reports that the vulnerability affects the following products: EAMxxx prior to June 30, 2015 | EMAxxx prior to January 31, 2014 | EAMAxx prior to January 31, 2014 | EMAAxx prior to January 31, 2014 and ESWAxx prior to January 31, 2014.",CVE-2016-9357,5.3,Medium,CWE-22,Commercial Facilities; Critical Manufacturing; Energy; Water and Wastewater,Worldwide,United States
634,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-026-02A,1/26/2017,4/18/2017,2017,ICSA-17-026-02A,Belden Hirschmann GECKO (Update A),Belden,Hirschmann GECKO,The following GECKO switch versions are affected: Hirschmann GECKO Lite Managed switch | Version 2.0.00 and prior versions.,CVE-2017-5163; CVE-2017-6036; CVE-2017-6038; CVE-2017-6040,7.1,High,CWE-352; CWE-200; CWE-22; CWE-918,Multiple Critical Sectors,Worldwide,United States
633,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-024-01,1/24/2017,No Updates,2017,ICSA-17-024-01,Schneider Electric Wonderware Historian,Schneider Electric,Wonderware Historian,The following Wonderware Historian versions are affected: Wonderware Historian 2014 R2 SP1 P01 and earlier.,CVE-2017-5155,7.3,High,CWE-255,Chemical; Commercial Facilities; Critical Manufacturing; Energy; Food and Agriculture; Water and Wastewater,France,France
632,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-019-01A,1/19/2017,4/13/2017,2017,ICSA-17-019-01A,Schneider Electric homeLYnk Controller (Update A),Schneider Electric,homeLYnk Controller,Schneider Electric reports that the vulnerability affects the following products: homeLYnk Controller | LSS100100 all versions prior to V1.5.0,CVE-2017-5157; CVE-2017-7689,8.8,High,CWE-79; CWE-77,Commercial Facilities,France United States,France
631,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-017-01,1/17/2017,9/19/2017,2017,ICSA-17-017-01,PHOENIX CONTACT mGuard,PHOENIX CONTACT,mGuard,PHOENIX CONTACT reports that the vulnerability affects the following mGuard products: Only devices that have been updated to Version 8.4.0 are affected.,CVE-2017-5159,9.8,Critical,CWE-99,Critical Manufacturing,Worldwide,Germany
630,https://www.cisa.gov/uscert/ics/advisories/ICSA-16-336-05B,1/17/2017,5/18/2017,2017,ICSA-16-336-05B,"GE Proficy HMI/SCADA iFIX, Proficy HMI/SCADA CIMPLICITY, and Proficy Historian Vulnerability (Update B)",GE,"Proficy HMI/SCADA iFIX, Proficy HMI/SCADA CIMPLICITY, and Proficy Historian  ",Proficy HMI/SCADA iFIX Version 5.8 SIM 13 and prior versions |Proficy HMI/SCADA CIMPLICITY Version 9.0 and prior versions and Proficy Historian Version 6.0 and prior versions.,CVE-2016-9360,6.4,Medium,CWE-522,Multiple Critical Sectors,Worldwide,United States
629,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-012-01,1/12/2017,1/19/2017,2017,ICSA-17-012-01,Advantech WebAccess,Advantech,WebAccess,The following WebAccess version is affected: WebAccess Version 8.1.,CVE-2017-5154; CVE-2017-5152,9.8,Critical,CWE-89; CWE-592,Commercial Facilities; Critical Manufacturing; Energy; Government Facilities,Taiwan,Taiwan
628,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-012-02,1/12/2017,1/19/2017,2017,ICSA-17-012-02,VideoInsight Web Client,VideoInsight,Web Client,The following Web Client versions are affected: Web Client Version 6.3.5.11 and previous versions.,CVE-2017-5151,7.3,High,CWE-89,Multiple Critical Sectors,United States,United States
627,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-012-03,1/12/2017,1/19/2017,2017,ICSA-17-012-03,Carlo Gavazzi VMU-C EM and VMU-C PV,Carlo Gavazzi,VMU-C EM and VMU-C PV,ProductsCarlo Gavazzi reports that the vulnerabilities affect the following versions: VMU-C EM prior to firmware Version A11_U05 and VMU-C PV prior to firmware Version A17.,CVE-2017-5144; CVE-2017-5145; CVE-2017-5146,10,Critical,CWE-284; CWE-352; CWE-200,Energy,Canada Italy United States Asia Europe,Italy
626,https://www.cisa.gov/uscert/ics/advisories/ICSA-17-010-01A,1/10/2017,7/11/2017,2017,ICSA-17-010-01A,OSIsoft PI Coresight and PI Web API (Update A),OSIsoft,PI Coresight and PI Web API,OSIsoft  reports that the vulnerability affects the following versions: PI Coresight 2016 R2 and earlier versions and PI Web API 2016 R2 when deployed using the PI AF Services 2016 R2 integrated install kit.,CVE-2017-5153,6.1,Medium,CWE-533,Multiple Critical Sectors,United States,United States
625,https://www.cisa.gov/uscert/ics/advisories/ICSMA-17-009-01A,1/9/2017,2/6/2017,2017,ICSMA-17-009-01A,St. Jude Merlin@home Transmitter Vulnerability (Update A),St. Jude Medical,Merlin@home Transmitter,The following Merlin@home transmitters are affected: Merlin@home | versions prior to Version 8.2.2: RF models: EX1150 | Inductive models: EX1100 and Inductive models: EX1100 with MerlinOnDemand capability.,CVE-2017-5149,8.9,High,CWE-300,Healthcare and Public Health,United States,United States
624,https://www.cisa.gov/uscert/ics/advisories/ICSA-16-343-05,1/5/2017,9/18/2018,2017,ICSA-16-343-05,Rockwell Automation Logix5000 Programmable Automation Controller Buffer Overflow Vulnerability (Update B),Rockwell Automation,Logix5000 Programmable Automation Controller   ,Firmware versions for the Logix5000 Controller product line are affected | excluding all firmware versions prior to Version 16.00 | which are not affected: FRN 16.00PowerFlex 700S drives with Phase II control and the embedded DriveLogix 5730 controller option installed (v16.020 through v16.022) | ControlLogix 5560 controllers (v16.020 through v16.022) |ControlLogix L55 controllers (v16.020 through v16.022) |ControlLogix 5560 Redundant controllers (all versions ) |GuardLogix 5560 controllers (all versions) |FlexLogix L34 controllers (all versions) |1769 CompactLogix L23x controllers (all versions) |1769 CompactLogix L3x controllers (v16.020 through v16.023) | 1768 CompactLogix L4x controllers | (v16.020 through v16.025).FRN 17.00PowerFlex 700S drives with Phase II control and the embedded DriveLogix 5730 controller option installed (v17.003 and v17.004) |SoftLogix 5800 controllers (all versions) |ControlLogix 5560 controllers (all versions) |GuardLogix 5560 controllers (all versions) |1769 CompactLogix L23x controllers (all versions) |1769 CompactLogix L3x controllers (all versions) | 1768 CompactLogix L4x controllers (all versions).FRN 18.00SoftLogix 5800 controllers (all versions) |RSLogix Emulate 5000 (all versions) |ControlLogix 5560 controllers (all versions) |ControlLogix 5570 controllers (all versions) | GuardLogix 5560 controllers (all versions) |1769 CompactLogix L23x controllers (all versions) | 1769 CompactLogix L3x controllers (all versions) |1768 CompactLogix L4x controllers (all versions)  | 1768 Compact GuardLogix L4xS (all versions). FRN 19.00 SoftLogix 5800 controllers (all versions) | RSLogix Emulate 5000 (all versions) | ControlLogix 5560 controllers (all versions) | ControlLogix 5570 controllers (all versions) | ControlLogix 5560 Redundant controllers (all versions) | GuardLogix 5560 controllers (all versions) | 1769 CompactLogix L23x controllers (all versions) | 1769 CompactLogix L3x controllers (all versions) | 1768 CompactLogix L4x controllers (all versions) | 1768 Compact GuardLogix L4xS controllers (all versions). FRN 20.00 SoftLogix 5800 controllers (all versions) |RSLogix Emulate 5000 (all versions) |ControlLogix 5560 controllers (v20.010 through v20.013) |ControlLogix 5570 controllers (v20.010 through v20.013) | ControlLogix 5560 Redundant controllers (v20.050 through v20.055) | ControlLogix 5570 Redundant controllers (v20.050 through v20.055) | GuardLogix 5560 controllers (v20.010 through v20.017) | GuardLogix 5570 controllers (v20.010 through v20.017) | 1769 CompactLogix L23x controllers (v20.010 through v20.013) | 1769 CompactLogix L3x controllers (v20.010 through v20.013) | 1769 CompactLogix 5370 L1 controllers (v20.010 through v20.013) | 1769 CompactLogix 5370 L2 controllers (v20.010 through v20.013) | 1769 CompactLogix 5370 L3 controllers (v20.010 through v20.013) |1768 CompactLogix L4x controllers (v20.011 through v20.016) | 1768 Compact GuardLogix L4xS controllers (v20.011 through v20.013). FRN 21.00 SoftLogix 5800 controllers (all versions) | RSLogix Emulate 5000 (all versions) | ControlLogix 5570 controllers (all versions) | ControlLogix 5570 Redundant controllers (all versions) | GuardLogix 5570 controllers (all versions) | 1769 CompactLogix 5370 L1 controllers (all versions) | 1769 CompactLogix 5370 L2 controllers (all versions) | 1769 CompactLogix 5370 L3 controllers (all versions).4.2,CVE-2016-9343,10,Critical,CWE-121,Critical Manufacturing; Food and Agriculture; Water and Wastewater,Worldwide,United States
623,https://www.cisa.gov/uscert/ics/advisories/ICSA-16-336-06,1/5/2017,No Updates,2017,ICSA-16-336-06,Rockwell Automation MicroLogix 1100 and 1400 Vulnerabilities,Rockwell Automation,MicroLogix 1100 and 1400 ,Allen-Bradley MicroLogix 1100 controller versions affected:  1763-L16AWA | Series A and B | Version 14.000 and prior versions; 1763-L16BBB | Series A and B | Version 14.000 and prior versions; 1763-L16BWA | Series A and B | Version 14.000 and prior versions;  and 1763-L16DWD | Series A and B | Version 14.000 and prior versions.The following Allen-Bradley MicroLogix 1400 controller versions affected: 1766-L32AWA | Series A and B | Version 15.004 and prior versions; 1766-L32BWA | Series A and B | Version 15.004 and prior versions; 1766-L32BWAA | Series A and B | Version 15.004 and prior versions; 1766-L32BXB | Series A and B | Version 15.004 and prior versions; 1766-L32BXBA | Series A and B | Version 15.004 and prior versions;  and 1766-L32AWAA | Series A and B | Version 15.004 and prior versions.,CVE-2016-9334; CVE-2016-9338,4.6,Medium,CWE-319; CWE-732,Food and Agriculture; Water and Wastewater,Worldwide,United States
